what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1274184640250
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.ui,1274184640296
stopped,bundle,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.ui,1274184640296
stopped,bundle,org.eclipse.cdt.mylyn.ui,5.0.1.200809120802,org.eclipse.cdt.mylyn.ui,1274184640296
stopped,bundle,com.altera.sbtgui.flash.plugin,9.1.0.222,com.altera.sbtgui.flash.plugin,1274184640312
stopped,bundle,com.altera.sbtgui.gprof,9.1.0.222,com.altera.sbtgui.gprof,1274184640312
stopped,bundle,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui,1274184640312
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.bugzilla.ui,1274184640312
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ui,1274184640312
stopped,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1274184640312
stopped,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1274184640343
stopped,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1274184640343
