what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1273580508125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580515859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580516156
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1273580516531
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1273580516546
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1273580518468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580526218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580527296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580527843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580527843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580527921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580680968
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580681718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580681718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580683062
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580683140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580887218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580890187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580890203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580891312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580891421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581701250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581701656
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1273581705750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581718937
