what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582157203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582157203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582157296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582159421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582165750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582175046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582182062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582182078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582182156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582189296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582192953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582194859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582194875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582200562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582201812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582203437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582213156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582213421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582220890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582223390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582223828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582333687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582334078
started,bundle,org.eclipse.cdt.mylyn.ui,5.0.1.200809120802,org.eclipse.cdt.mylyn.ui,1273582378562
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1273582378593
