what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576558703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576560171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576580687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576592140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576592531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576592671
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576601765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576745500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576746062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576746187
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273576748843
stopped,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1273576749062
stopped,bundle,com.altera.debug.cdi.gdb.plugin,9.1.0.222,com.altera.debug.cdi.gdb.plugin,1273576749062
stopped,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1273576750062
stopped,bundle,com.altera.sbtgui.ui,9.1.0.222,com.altera.sbtgui.ui,1273576750062
stopped,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1273576750062
stopped,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1273576750062
stopped,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1273576750062
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.ui,1273576750062
stopped,bundle,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.ui,1273576750062
stopped,bundle,org.eclipse.cdt.mylyn.ui,5.0.1.200809120802,org.eclipse.cdt.mylyn.ui,1273576750062
stopped,bundle,com.altera.sbtgui.flash.plugin,9.1.0.222,com.altera.sbtgui.flash.plugin,1273576750062
stopped,bundle,com.altera.sbtgui.gprof,9.1.0.222,com.altera.sbtgui.gprof,1273576750062
stopped,bundle,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui,1273576750078
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.bugzilla.ui,1273576750078
