what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1273591043375
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1273591043375
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1273591043375
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1273591043375
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1273591043375
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1273591043375
started,bundle,com.altera.sbtgui.integration,9.1.0.222,com.altera.sbtgui.integration,1273591043375
started,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1273591043375
started,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1273591043390
started,bundle,com.altera.systemconsole,9.1.0.222,com.altera.systemconsole,1273591043390
started,bundle,com.altera.sbtgui.flash.plugin,9.1.0.222,com.altera.sbtgui.flash.plugin,1273591044296
executed,command,com.altera.sbtgui.flash.plugin,9.1.0.222,com.altera.sbtgui.flash.plugin.commands.flashCommand,1273591044312
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1273591044828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273591044859
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1273591044890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273591068140
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1273591069062
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273591073609
stopped,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1273591073906
stopped,bundle,com.altera.debug.cdi.gdb.plugin,9.1.0.222,com.altera.debug.cdi.gdb.plugin,1273591073906
stopped,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1273591073906
stopped,bundle,com.altera.sbtgui.ui,9.1.0.222,com.altera.sbtgui.ui,1273591073906
stopped,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1273591073921
stopped,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1273591073921
stopped,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1273591073921
