what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581733984
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1273581734796
executed,command,,,AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction,1273581738140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581779781
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1273581786968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581878609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581886671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581886671
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581886734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581899187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273581925500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582000921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582031531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582031546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582031609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582041156
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582043765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582043765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582043843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582044937
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1273582046953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582047531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582047546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582047625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273582151750
