what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580219718
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1273580219828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580226406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580230921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1273580235312
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1273580236062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1273580238328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580244531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580254359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580269812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580316718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580319765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580363750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580370984
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580371109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580372250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580374078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580374109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580378890
started,bundle,org.eclipse.cdt.debug.core,5.0.1.200809120802,org.eclipse.cdt.debug.core,1273580381312
started,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1273580384453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580384625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580506046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580506140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1273580507250
